e.6cbf55e7c81df51d,e.785f8ac3c1ea1c93,p.6cbf55e7c81df51d,p.785f8ac3c1ea1c93,q.0,q.12c413657efa280e,q.15344ef7910c2692,q.155332a4fba33e8f,q.16de1501ad6d003e,q.175ed29f1d4c8f03,q.1a2c43d7d39b748b,q.1b3bce987495336c,q.1cc005c01b3a8aa3,q.1e299bdd1cf7a625,q.1fa28c0ba7f9aec8,q.21fb19005f6951c4,q.23b59dd0c808f4c6,q.23b7f472edde0ce6,q.277e44a955cf2949,q.27ce5f24555e180a,q.2b3296a08411ef24,q.2c509f1ed2220464,q.2e09446e39e26d42,q.2e28d0e1402904b2,q.30355f4cc6ee0d6c,q.314a75fdd331c3f8,q.34e6a18f315e7d2f,q.36c2c875df9317b4,q.38319f8fc78ab9de,q.3a50160006e2d12d,q.3af0af64c28fa6d5,q.3b3de5d772c846cf,q.3c333e5504c64ad3,q.3f72bdc1b8ddb24,q.404c71da2e4826c2,q.41d91f7a05beb14a,q.42107779fcd075ef,q.44eb95b6005c26b,q.463e39a4acf55512,q.46b40798beef0876,q.46b9e5597a64f0e7,q.46d0a9841d8d15,q.48c3dc4f13827d2d,q.4c781fca13c4e0fa,q.4d5895b6699ba297,q.4ebdc6945a09b165,q.5049294d0dee99ae,q.5289fdf1dab07838,q.52e137ce5f0856e0,q.52ed044d2326c87d,q.54724e8bdf60a268,q.564397e6a3409cfe,q.56a5967121715c3c,q.56e2545df60a134c,q.5721c438ee6a188,q.57636a074c36eb44,q.584140440d5f0b68,q.5a62368ba35d9f59,q.5b76e1c3a932bdb,q.5bf42ebbc692409e,q.5dcb2b57a2af77bb,q.5f78ee4ca30b8f0d,q.6368bf5907564a9f,q.6370b0a836a3beb4,q.646d77117c488059,q.66c1b6f1560356ef,q.6753d8830d386858,q.69415bdf089224e8,q.6cbf55e7c81df51d,q.6d402b60e647a2d7,q.705c41a579498d1e,q.72cdc719088a4dda,q.751c75311f458392,q.7740b3afa5fd1810,q.78791357f01233fb,q.789f400a72f2dde3,q.7d67c4cb4a009d55,q.7e11a7bed0e877d5,q.7e56f3238e6c5904,q.7f34381df64db829,q.80aebdbe9dd8458c,q.8350ab20dc5792f3,q.84ae95a99c262132,q.852fd389ae7973c2,q.876a996d5a5cd7b2,q.8773ae79bcad770c,q.87aa120f411c2179,q.87b6b254c9c11cda,q.88352d6f7fe4e61,q.8d69b9298323ec70,q.8f6bacae26b4b931,q.923637a75b13b040,q.947d43cae6516e8e,q.95056fa74f629407,q.960cae7c9416fa60,q.9659def20a9fb5a5,q.981c089fc6a7c217,q.9b7cbe367825f927,q.9c5eceaf0623e18c,q.9d80224ec132cf41,q.9d8ea5f691e722f0,q.9ded7beedd0f70cb,q.9e86aa7f2763be5e,q.9eb154a7fffbe8f,q.9f54a36da2622d71,q.9f8cced1c9ffc6b0,q.9f8e824f8a7ac716,q.a2238cd4e486d2d5,q.a2fbe5b11ecfc533,q.a51a6c786827204,q.a68288650ab00b3e,q.a889f479fdf5019d,q.a9c93f094ffdbf82,q.a9ef4b816bb40994,q.aa3f62d8a180aa96,q.abc79ea95b6fb13,q.ac17f45cb7a2d2c1,q.ade8b59d3591ed97,q.aebc9a0baa527ef6,q.af0d11cae13076c7,q.b024d96d59fe3a67,q.b0947f6d4b41705b,q.b21cac0c6ac1883e,q.b30f5d73d9085e77,q.b4c5f3d55b4e9dc,q.b5397410b8da884d,q.b64a56fe210ee76,q.b8797c414f047fed,q.b87b94fab9e5721,q.b8ec54ce9fa0f604,q.b9001ad4b447f16d,q.b9e6525c9ea322f5,q.bce63656bdf433f7,q.bd7535fc411c2caa,q.c0828d14a81970a6,q.c1bdd6db1974733a,q.c43bdbf9dee1c202,q.c6ab3657420f873b,q.c7a08d59145a63b3,q.cb35558f37b42e38,q.cb6c67abb40b0c5c,q.ccd33ab245c7b6d6,q.cec1c2e07c1de04b,q.cfaa49b6b55da512,q.d237e32dad87729e,q.d347f27623a3ca1e,q.d3a5b39a7ad5a0ca,q.d52f7dd1c179cccc,q.d6795b2b7f551108,q.d6a0d48d06de0363,q.d82ac4b490ed4190,q.d849c2d7d1d265d1,q.d8e8b4c4871429a2,q.dbbde0bc0f9b2209,q.dc39ad5012857c15,q.dc4dd443f9934487,q.dd4f64b58cf72d5c,q.de51ba3769c3249,q.de5b2c348b0f3ff1,q.df3b06727682dba6,q.e100cfa642af9961,q.e14cf04d1a2d6591,q.e2b7d168421c100d,q.e2bc3c157c67d836,q.e2e6e9dc24bfff8b,q.e63ce6956e06be12,q.e7680c04ff2596b,q.e77769c62ef669aa,q.e842348ba2f11f0e,q.eb2ad90db7674b87,q.eb465dc2ac982544,q.ebc37510f9820b16,q.ec9dde9dbdf020cb,q.ed235abd1be8d96b,q.ed630e127180f97d,q.ed89ba6de0fb1f6d,q.efde08274f9bf517,q.f1199fb8140b5877,q.f3228b87e7b1b7f3,q.f38279ed28be5363,q.f3dcff7d95f7730f,q.f6a9f5f4a79af318,q.f868b5793b7ff2d,q.ff60c9b4f7de6530,user_us
0,743,0,553,0,0,392452,0,7792,146465,28568,0,1157,0,0,5260448,0,0,280819,38865,33161353,11869,2039,34541,0,1140,0,0,27973,0,373758,15077,40168,0,6057,8101,20406,0,0,0,0,20151,2770,1223,0,0,1122,0,0,51850,0,0,0,2837,10626,370,0,393,0,0,6901,21214,6267182,127030,0,0,39430,0,1884,0,0,114864,666,0,10735,0,3932,508,659,59503,0,458,4027,0,3561,67234,12574,0,8419,0,324,6337,2464,0,47664,65916,22758,34968,459000,33302,0,0,0,0,966017,26904,78199,1741886,0,0,38832,4732,0,58122,0,0,690770,1962,325603,3413,51892,0,0,55227,39546,2807,12557,0,0,136,40607,0,0,71235,0,0,0,177103,0,0,4313,0,0,0,706,0,0,0,0,0,0,1937,443,0,44661,0,21402,290,415645,0,0,2297,0,116799,0,36819,123,0,0,626592,17880,0,0,0,0,777,0,515,11744,0,0,53857,3664,91483,171570000
0,0,0,0,0,0,426825,0,10639,182032,35757,233,5247,0,0,6244375,601,0,276157,33038,34858932,22292,2099,38794,488,1278,0,0,21730,0,619510,17315,53364,3157,6453,30239,14147,147,0,0,0,19168,6729,1315,0,0,0,0,0,60212,1355,219,0,1945,19075,275,0,0,0,366,6719,18052,6464953,173412,0,460,49162,0,0,0,0,135599,0,0,12509,0,1450,0,1289,53819,0,0,2769,1244,2903,90484,10340,0,10352,0,0,8071,7529,0,35965,97887,15819,39170,559166,33133,0,0,0,0,583535,32423,106067,1309982,471,0,34870,72064,0,79140,0,688,635154,1041,373383,65101,63177,0,0,59350,44724,1483,8508,0,0,517,32919,0,349,87293,0,0,0,121712,305,0,4967,0,0,0,460,0,0,0,0,0,0,1533,788,0,37243,0,24311,810,356721,0,0,1156,680,142107,0,45203,0,0,0,477320,13705,0,0,0,0,668,0,1619,19617,386,0,64353,2682,88116,197180000
0,0,0,0,8685,0,477234,0,6096,156784,39087,774,3299,0,0,6093238,350,0,271333,29063,34350381,18237,1632,48157,3625,0,0,0,26861,0,487196,21776,58848,7390,2686,21171,19149,0,0,0,0,11944,723,0,0,0,0,0,0,70588,603,570,0,861,9056,0,0,0,0,455,4674,10092,5945390,153915,0,625,50832,0,0,0,0,135133,0,0,16287,0,3346,0,0,57251,0,0,4864,1209,1299,62027,11707,0,10804,0,0,13745,1061,0,51755,102515,14809,46851,636619,43361,0,0,0,1847,0,35159,95089,835683,0,0,23882,1495,0,55019,660,0,527320,664,438154,11400,74185,0,0,74930,56201,1052,7418,0,0,0,32628,0,0,77785,0,0,0,118803,766,0,4901,0,0,1300,1448,0,0,0,0,0,0,994,0,0,32371,0,18343,521,345136,0,0,1308,0,133309,0,44825,0,0,0,428979,8271,0,0,0,0,0,0,1081,19347,936,0,77427,1927,97796,193030000
0,500,0,349,0,0,431308,276,9438,141051,31991,0,2820,0,0,4231437,668,64,278364,25363,23573644,15858,1809,35145,0,715,0,0,20643,0,472454,20553,48584,0,2248,34176,14844,0,1733,0,65,22732,6168,781,0,0,0,0,0,49991,0,404,799,451,18794,0,0,0,0,0,5098,10628,6109213,180249,0,275,42253,0,0,0,0,115298,0,0,12784,0,0,0,1575,62609,60,0,1753,0,1177,53488,15868,0,6776,0,2081,9896,2131,0,51840,70115,5397,39361,576940,35968,0,0,0,0,431585,29288,94675,2526987,0,71,40502,77978,0,52317,0,0,637458,1323,390064,64194,59508,0,0,57218,39703,873,9240,0,0,0,30464,0,0,65915,0,0,345,134976,594,1061,4141,0,98,3200,351,0,0,0,0,0,0,1197,0,0,24988,0,16333,1187,370483,0,0,762,0,115119,0,38277,0,0,0,441090,8690,0,0,0,0,538,0,0,19886,701,0,63534,1263,110203,154260000
0,0,0,0,0,0,399125,0,9699,158798,26508,387,900,0,0,5821743,0,55,300930,34982,34218148,18920,1967,32983,868,807,0,0,29625,0,476431,19211,48841,6078,3918,28671,17882,0,1685,0,0,7430,919,1339,699,0,0,0,0,49185,0,0,0,2073,26798,0,0,0,0,0,5089,8799,6989105,179826,0,0,38429,0,0,0,0,117739,0,0,7907,0,1992,0,10982,64160,0,0,2985,326,1884,67565,17253,0,27558,0,751,7657,874,0,33541,67477,18811,32257,492394,32324,0,0,0,0,839848,25748,113298,1436374,0,56,38491,0,0,55351,437,0,657036,832,338297,8917,51467,0,0,55846,38711,1463,12063,0,0,189,39812,0,312,100622,0,0,0,182066,0,928,5050,0,0,910,911,0,0,0,485,0,0,1153,0,0,39435,0,20811,1056,423590,0,0,1013,917,122512,0,33796,0,0,203,636628,22224,0,0,0,0,1034,0,1114,15070,0,0,54477,2271,102280,182760000
0,453,0,264,0,0,366947,391,8345,147271,29749,184,4295,0,0,6432845,1292,0,285401,34760,35915645,18697,2621,35118,0,2245,0,0,28134,0,387209,25650,47631,1825,6386,19743,17954,0,0,0,0,16454,6281,281,0,0,1137,0,0,52532,0,1171,0,3100,11465,0,0,0,0,399,7259,7842,6567578,128786,0,1087,38097,0,1932,0,0,112461,620,0,7873,0,700,0,588,55607,94,0,3821,2186,3694,66477,14505,0,11140,0,1030,8392,3633,0,40451,80354,10019,32851,450254,32137,0,0,0,0,388894,26297,80018,1447206,453,0,25392,23044,0,59390,0,0,572593,879,317826,19240,55962,0,0,53328,39047,2301,12009,0,0,242,38238,0,0,62613,0,0,394,139104,1455,0,5190,0,0,2317,321,0,0,0,280,0,0,2516,0,0,34321,0,19340,714,392610,0,1079,3758,403,109367,0,37030,126,0,0,471970,11390,0,0,0,361,913,0,6800,23006,1436,0,54518,3230,80655,195260000
0,0,0,0,0,0,377427,0,11255,134827,26198,0,2413,0,0,5992548,0,37,277627,26368,33596648,15166,1783,32054,566,729,0,0,23415,0,328308,27224,48244,2101,8182,7687,14020,0,950,0,37,13311,4072,854,0,0,0,0,0,49145,0,0,0,5105,6498,0,0,0,0,0,5631,6422,6054070,117538,0,0,37173,0,0,0,0,112294,1025,0,11176,0,2240,0,1064,57146,36,0,2262,636,3524,61370,13632,0,8376,0,0,9523,2995,0,36288,63842,4891,28906,479509,30408,0,0,0,0,410250,25663,75989,1500287,0,38,25589,10383,0,51913,0,0,534303,779,336203,15723,53461,0,0,52020,38807,3346,7802,0,0,0,29784,0,517,60280,0,0,0,95645,0,441,4834,0,47,3711,703,0,0,0,353,0,0,2578,0,0,30925,0,17745,1392,355103,872,0,3502,858,111863,0,31656,0,0,0,417816,4959,0,0,0,0,625,0,1429,20644,0,0,58027,3760,66934,186680000
0,0,0,0,0,0,416470,0,9053,152177,36789,0,2193,0,0,4354729,210,47,289069,30255,23267909,29027,1439,41834,0,660,0,0,25809,0,422463,31781,54296,0,5989,9681,16337,0,1692,0,63,26188,1382,375,675,0,0,0,0,64624,9804,277,0,2866,13763,0,0,0,0,0,5881,11753,6389424,192242,0,124,43783,0,0,0,0,118881,1826,0,6370,0,9047,0,353,61132,45,914,2715,720,3549,53527,15359,0,13892,0,324,3479,1409,0,47381,95998,12071,36547,550627,39260,0,0,0,0,444251,33613,109710,2075450,0,43,23963,7337,0,43285,0,0,585099,253,378596,4175,58721,0,0,61465,42110,2512,9449,0,0,0,34914,0,1217,82595,0,0,0,169438,247,969,4615,0,69,2754,325,0,0,0,0,0,0,2861,0,0,33042,0,14526,794,388301,0,0,2820,1024,111210,0,38652,0,0,0,474565,6770,0,0,0,0,280,0,743,17101,640,0,62686,2691,89315,156620000
0,430,0,291,0,0,378626,1118,10599,160725,30672,0,3297,0,611,5564170,816,45,300044,27993,34082437,30637,1823,37659,0,0,0,0,19831,0,528293,31212,48477,2038,4375,37260,15834,0,955,0,105,33534,10077,468,803,0,0,0,0,60190,1742,793,0,2157,10358,0,0,0,0,0,4452,12528,5819093,277306,0,1509,38902,0,0,0,0,124263,782,0,7709,0,0,0,713,61442,94,0,3343,1964,2708,68211,15620,0,5828,0,0,10897,5627,0,65301,91548,8061,33925,517093,34819,0,0,0,0,179012,26598,138585,1300229,310,36,34705,26161,0,51051,0,0,653428,392,346094,23310,55906,0,0,58693,40356,2326,8371,0,0,0,29215,0,535,86914,0,0,369,230165,887,1322,5149,0,49,2076,1972,0,0,0,0,0,0,1822,0,0,28419,0,19366,362,389554,0,0,2598,330,138424,0,36186,0,0,0,598947,18544,0,0,0,0,167,0,956,40409,1770,0,56042,2470,132912,180500000
0,406,0,272,0,0,334749,0,8307,134675,24728,0,1914,0,0,6958073,1976,51,287359,33731,40873834,11680,1840,29957,0,0,0,0,19823,0,358269,27143,37305,3881,2207,27765,17452,0,1347,0,63,23748,9414,688,794,0,0,0,0,48531,0,798,0,738,7558,0,0,0,0,0,8868,6442,6644886,128884,0,1248,31152,0,0,0,0,106489,536,0,25360,0,8367,0,322,56943,58,0,3396,0,1310,60839,18408,0,5492,0,855,6903,2657,0,61626,73425,12431,27591,399108,28325,0,0,0,0,531354,25417,86214,2220020,0,49,38177,24128,0,55065,0,0,603938,690,268566,15359,44922,0,0,45635,36871,790,10489,0,0,0,31467,0,0,67913,0,0,482,110081,1384,707,5454,0,73,2981,398,0,0,0,873,0,0,732,310,0,30330,0,18548,0,400813,347,685,992,0,105391,0,29128,0,0,0,528093,15303,0,0,0,0,714,0,540,13972,2864,0,53862,1089,91925,205760000
0,0,0,0,0,0,363108,0,7099,137510,24186,379,5313,0,0,5815190,147,0,265206,28699,33578377,10605,1805,31519,0,1676,0,0,24176,0,541095,22550,40533,4568,4727,17113,13566,0,0,0,0,10018,3722,723,0,0,1002,0,0,48794,0,144,0,1845,24568,0,0,0,0,602,5074,14865,5900309,161416,0,303,35517,0,1455,0,0,106597,0,0,6961,0,1439,0,715,58820,0,0,5153,392,2100,59062,15146,0,21042,0,0,5088,1916,0,34661,88608,10277,29055,449522,34051,0,0,0,0,317741,23364,71632,1295887,0,0,38992,9199,0,52130,0,0,608146,1129,312472,12128,50081,0,0,49435,35338,1253,9850,0,0,185,34087,0,0,96023,0,0,0,154864,327,0,4220,0,0,4462,361,0,0,0,0,0,0,1111,0,0,29803,0,18369,767,373110,353,0,1225,746,107736,0,29881,119,0,0,526369,8893,0,0,0,0,522,0,994,24259,133,0,50466,2296,96180,186650000
0,203,0,135,0,0,423252,0,7179,190041,34369,0,1451,0,0,4767464,284,0,281312,33743,28163753,24719,2012,40943,669,0,0,0,21454,0,552126,10020,53227,0,2057,16230,16034,0,0,0,0,9246,1363,765,0,0,0,0,0,70076,0,331,0,1109,32970,497,0,0,0,0,6123,7631,7086613,242931,0,369,45717,0,0,0,0,150222,0,0,8752,0,2272,436,2164,59261,0,0,5078,0,1625,89687,17147,0,10231,0,290,5607,2292,0,57529,106059,29232,38684,549139,38453,0,0,0,0,838937,32604,114730,859585,368,0,40230,5314,0,78298,0,0,698341,0,358873,3822,63275,0,0,63763,47295,812,12652,0,0,356,37292,0,1360,108595,0,0,0,194997,0,0,5149,0,0,2010,0,0,0,0,0,0,0,755,0,0,38114,0,28921,0,492127,0,1373,1813,0,147405,0,41473,0,0,0,641650,13680,0,0,0,0,786,0,0,18251,516,0,70241,1017,128629,167780000
0,0,0,0,0,0,476553,1456,8380,171926,37027,0,4389,0,491,5788994,1054,126,241584,33712,30757913,23821,1610,44768,378,0,0,0,21809,0,442598,18566,58391,0,8287,31896,12408,0,2897,0,113,15201,2335,263,1119,0,0,0,0,64087,0,632,0,4154,15880,450,0,0,0,0,8518,14361,5988976,172930,0,560,47344,0,0,0,0,137678,499,0,17417,0,4020,0,313,46697,108,0,3610,0,4394,80579,14784,0,13691,0,824,9487,4215,0,50837,99495,17069,40097,621840,41639,0,0,0,0,412535,34477,118819,1242593,0,110,32759,26057,0,69798,0,0,562345,727,441102,17572,68944,0,0,64099,49327,2801,9599,0,0,251,34001,0,1245,82630,0,0,951,133235,1063,1397,5003,0,166,4821,1026,0,0,0,0,0,0,2630,0,0,32350,0,23683,1077,356883,656,0,3054,1107,129090,0,43146,0,0,0,502568,9575,0,0,0,0,270,0,2337,30419,1523,0,69194,4188,98985,186770000
0,200,0,125,3748,0,374516,588,7393,148405,31869,172,4669,0,0,6789624,1326,0,294821,38195,38925965,27849,1949,33855,0,0,0,0,25713,0,431558,25330,53226,4893,7252,17932,15464,0,0,0,0,14660,3418,0,0,0,0,0,0,51638,673,1344,0,4005,16510,0,0,0,0,0,7024,11345,7265085,151960,818,1187,40984,0,0,0,0,118734,0,0,12508,0,2118,282,1258,61563,0,0,3424,263,2655,60883,19685,0,13949,0,0,8532,2519,0,41173,74510,6604,32944,465950,31697,0,0,0,0,539766,26728,92896,1479095,0,0,34988,10367,0,64169,0,0,605934,951,327031,11236,54156,0,0,53468,41384,4234,10007,0,0,1098,41207,0,592,88685,0,0,424,147991,1764,0,5087,0,0,1120,0,0,0,0,0,0,0,2602,0,1603,37636,0,19967,1763,440882,0,0,2538,339,117970,0,35423,0,0,168,561828,11898,0,0,0,0,764,0,604,20886,2496,0,57216,3769,83674,204140000
0,187,0,126,0,0,434194,286,8176,170506,32252,0,1998,0,0,6200511,177,0,266943,30139,34554688,15181,1981,42006,0,263,0,0,21735,0,550050,20249,51933,0,3021,14133,15582,0,0,0,0,16489,3105,1570,361,0,0,0,0,58709,0,312,0,1861,10029,0,0,0,0,0,6699,10494,6300008,145272,0,0,46217,0,0,0,0,134770,0,0,12415,0,0,0,2006,55410,0,0,3282,0,2210,81288,13553,0,9512,0,482,4108,3768,0,57976,106212,15507,38490,556569,37842,0,0,0,0,997811,32277,112418,636364,339,0,35576,9054,0,66197,0,0,606001,0,392086,6004,60093,0,0,63495,47069,2472,12633,0,0,1496,30966,0,876,93142,0,0,294,165707,232,0,4494,0,0,1457,0,0,0,0,0,0,0,1225,0,0,25652,0,21577,0,412122,0,0,3231,0,132280,0,41142,0,0,0,640530,12175,0,0,0,0,1584,0,429,29186,567,0,61937,1832,118213,193240000
0,210,0,164,0,0,426707,0,18598,147373,31926,1255,2296,0,0,4971077,0,0,288534,41409,29308885,29526,1389,37893,0,929,0,0,24750,0,435367,14270,55365,2254,3769,8675,14584,0,0,0,0,28848,3771,785,0,0,1920,0,0,55914,0,0,0,2098,29109,0,0,0,0,0,6097,8652,6574282,188148,0,0,42619,0,1606,0,0,113129,0,0,12564,0,3851,0,1924,61702,0,0,3304,316,1939,62007,11780,0,18203,0,438,7686,4186,0,42331,83932,26426,39057,537610,36140,0,0,0,0,465776,28998,96792,2339253,0,0,45578,4774,0,68901,774,0,608801,913,372671,5581,59388,0,0,62103,45314,2002,9646,0,0,373,41820,0,0,82153,0,0,0,174750,0,0,4880,0,0,0,1496,0,0,0,0,0,0,1237,0,0,41980,0,19041,345,416884,0,0,2468,725,112108,0,38369,169,0,0,785527,18669,0,0,0,0,753,0,574,25446,0,0,65668,2129,97230,169100000
0,0,0,0,0,0,368051,770,10731,137725,28212,0,4203,0,0,5813748,437,0,272388,29258,32932846,18342,2034,32354,0,0,0,0,22142,0,440971,15690,47875,781,990,19216,20722,0,0,0,0,11214,6022,576,0,0,0,0,0,51991,0,371,0,658,7922,0,0,0,0,0,6975,13391,6454816,140171,0,379,38914,0,0,0,0,114996,0,0,13182,0,0,0,343,58859,0,0,5114,535,389,65278,12441,0,8300,0,299,11779,4488,0,38251,78658,17509,32092,465625,32356,0,0,0,0,194566,28533,92203,1856745,337,0,25390,11189,0,56262,0,0,604762,247,329533,8047,52597,0,0,54057,38001,745,10052,0,0,162,29732,0,837,72268,0,0,302,124212,364,0,5757,0,0,1435,0,0,0,0,720,0,0,351,0,0,29418,0,18871,0,414090,646,0,357,0,106075,0,31016,0,0,0,494473,9789,0,210,0,0,354,0,0,29641,655,0,56601,587,108807,179900000
0,0,0,0,0,0,443609,0,9386,153993,38089,0,1830,0,0,6298858,547,0,283116,28555,34247866,20673,2436,44644,806,0,0,0,14400,0,433380,16420,60261,0,3328,16777,20252,0,0,0,0,9780,588,348,0,0,0,0,0,64107,1591,0,0,1225,13106,0,0,0,0,0,7151,6639,5971741,138115,0,739,51012,0,0,0,0,122472,0,0,13090,0,2425,0,368,56814,0,0,3819,0,2203,76411,11853,0,11371,0,0,4273,0,0,24100,92866,26241,43480,574855,42534,0,0,0,0,250543,34810,85450,1513025,514,0,28435,4626,0,65019,0,0,579662,0,392291,7284,72395,0,0,68332,51204,1550,9907,0,0,586,28890,0,565,76098,0,0,0,117880,290,0,5474,0,0,1177,1219,0,0,0,0,0,0,1351,908,0,34035,0,20430,0,338375,0,0,1858,0,126384,0,39513,0,0,0,461583,8875,0,226,0,0,340,0,0,18754,642,0,70188,0,80118,191780000
0,225,0,138,0,0,416656,450,9456,143393,29819,428,4486,0,313,5379647,301,0,248871,38327,29609609,13347,0,37550,0,423,0,0,17917,0,410587,16619,50921,0,1568,26359,15617,0,0,0,0,31637,14285,0,0,0,0,0,0,59270,3664,631,0,799,6276,0,0,0,0,0,10292,6992,5882366,125286,0,871,41398,0,0,0,0,117536,0,0,5069,0,1611,0,736,52788,170,0,3186,432,434,56864,14809,0,13145,0,389,3365,3892,0,46451,75922,1379,32425,509875,34291,0,0,0,0,451977,29847,78396,2373516,0,0,28431,46171,0,50349,0,0,595324,445,370094,26624,60455,0,0,59759,39366,660,9783,0,0,135,44298,0,0,66622,0,0,0,95464,791,0,4551,0,0,1927,0,0,0,0,0,0,0,556,0,0,40168,0,20571,407,347846,0,0,1067,436,114686,0,37104,0,0,0,473139,11961,0,0,0,0,318,0,0,18041,1114,0,59452,638,89501,178580000
0,432,0,298,0,0,360096,816,11015,171552,27852,0,0,0,0,6514663,537,0,292786,28214,36775153,13231,1519,34730,0,780,0,0,24773,0,477183,26062,49655,4189,4982,16478,19833,0,0,0,0,7666,0,1273,0,0,0,0,0,59087,2302,248,0,2026,11999,0,0,0,0,0,5474,12328,7107339,154197,0,575,41182,0,0,0,0,145676,0,0,8719,0,475,0,1949,61686,0,0,4535,0,2734,86410,14032,0,15242,0,383,1630,0,0,29560,75009,11239,33193,456841,36819,0,0,0,0,701297,28170,99125,2193168,477,0,26857,0,0,75552,0,0,677065,1003,297429,1400,59943,0,0,52884,39742,1092,12932,0,0,808,32049,0,958,73314,0,0,0,120660,525,0,5261,0,0,1102,2305,0,0,0,0,0,421,1377,0,0,27371,0,25364,476,398005,492,410,1570,477,143641,0,34300,0,0,0,488806,12447,0,0,0,0,519,0,657,22131,801,0,55291,1494,88476,196510000
0,232,0,128,0,0,362840,954,12875,150411,27664,0,0,0,0,5677116,739,0,269349,37473,29982824,13816,0,32359,0,1979,0,0,20087,0,325797,11943,42031,0,8376,11496,19949,0,0,0,0,4966,0,0,0,0,1207,0,0,48801,1759,636,0,4294,9925,0,0,0,0,0,4531,9352,5957392,121696,0,637,39549,0,1915,0,0,127681,0,0,8320,0,0,0,0,53926,0,0,5213,637,4221,72231,8604,0,7042,0,0,6825,0,0,30024,63046,7745,30695,448226,30983,0,0,0,0,276298,25138,78823,1331181,0,0,23639,0,0,59374,0,0,545038,0,307553,0,50805,0,0,49859,33973,3992,12575,0,0,519,36912,0,440,46058,0,0,381,109762,871,0,4564,0,0,787,0,0,0,0,0,0,0,2314,448,0,34617,0,21146,1025,341600,0,0,3455,750,119711,0,32816,202,0,0,427956,7734,0,0,0,0,0,0,441,13898,1128,0,51567,4340,71577,179520000
0,0,0,0,0,0,415664,0,9816,170378,28064,0,8144,0,397,6420151,458,57,288154,36317,35185376,28687,1862,39098,0,878,0,0,18736,0,451900,34054,48064,1701,7668,16219,14961,0,1365,0,64,16871,5135,1679,0,0,0,0,0,58985,437,0,600,1712,11277,0,0,0,0,0,5557,12313,6565041,162345,0,602,39360,0,0,0,0,129712,876,0,8904,0,696,0,1062,54251,60,0,2908,1155,3129,73103,14349,0,11590,0,815,6411,5442,0,44141,88837,11646,39525,504964,33840,0,0,0,0,736354,29876,95110,1936072,288,61,26865,19515,0,63640,0,0,606954,852,349706,17366,59609,0,0,63454,52256,2538,4643,0,0,0,34279,0,0,74358,0,0,0,126746,569,718,5068,0,66,8164,0,0,0,0,479,0,0,1890,521,0,37951,0,21317,309,399555,0,0,2489,1269,127750,0,34966,0,0,0,510465,19416,0,0,0,0,827,0,1574,25930,975,0,58525,2354,100997,197610000
0,277,0,153,0,0,440995,0,12917,164579,31059,0,2203,0,590,5244248,0,0,268238,33401,29427915,14855,0,39788,0,1375,0,0,22683,0,461059,16822,52979,0,7133,16090,15231,0,0,0,0,21782,4376,740,0,0,0,0,0,60278,1470,146,0,3558,10922,0,0,0,0,0,6364,6283,6551107,155173,0,280,43886,0,0,0,0,125389,0,0,5846,0,3218,0,1264,55592,0,0,3083,1606,3198,74883,16927,0,10091,0,274,2725,524,0,38249,92854,13717,32951,542554,39334,139,0,0,0,439665,30689,84041,917726,0,0,22978,14089,0,69529,0,0,588736,1511,382256,15498,62996,0,0,56856,43711,3926,10842,0,0,257,38844,0,9469,65985,0,0,0,132209,242,0,4626,0,0,2771,891,0,0,0,0,0,0,1928,411,0,35809,0,23996,973,406693,0,0,3109,851,129116,0,38739,0,0,0,592473,8923,0,0,0,0,260,0,1706,21442,322,0,61950,3961,112287,175020000
0,193,0,138,0,0,482906,0,10726,155536,38078,0,1640,0,0,5619520,0,58,247539,33924,32088758,24177,1637,54946,0,515,0,0,29609,0,461894,22730,60576,5467,4752,18157,20711,0,0,0,39,27775,2891,3149,658,0,0,0,0,76668,0,0,0,2111,12218,445,0,0,0,565,6558,9196,6662561,170500,0,0,49837,0,0,0,0,127857,0,0,17654,0,166,0,2976,51954,35,0,3242,1005,2300,55912,14663,0,8245,0,917,15585,2253,0,54140,104265,20465,42820,614219,54693,0,0,0,0,1204149,36361,100794,0,0,37,25260,4544,0,46917,0,0,571006,1441,465484,7704,68305,0,0,70547,45614,2138,11855,0,0,700,38321,0,0,90052,0,0,0,132622,0,0,4818,0,0,3538,439,0,0,0,0,0,310,1156,415,0,37020,0,17650,688,409759,0,780,2090,0,133883,0,41677,0,0,0,570355,11067,0,0,0,0,1141,0,913,29253,0,0,73709,2519,90148,185380000
0,667,0,532,0,0,324911,508,14309,134435,24877,434,2682,0,0,5812585,356,0,294854,30897,30186432,11212,1865,30348,0,0,0,0,26031,0,285973,15200,36842,7514,9273,21516,19694,0,0,0,0,11596,1852,1528,0,0,0,0,0,48889,781,328,0,5057,13636,0,0,0,0,0,5940,10187,8058544,109435,821,367,29674,0,0,0,0,99860,0,0,11890,0,1058,0,949,65082,0,0,1516,0,4571,66728,14299,0,14186,0,966,8116,1346,0,31058,59887,9618,27993,400006,30434,0,0,0,0,831541,24449,90448,2347125,960,0,26748,16664,0,57197,1130,0,559270,0,272944,20792,43414,0,0,46643,32187,3300,7709,0,0,390,38508,0,1652,49819,0,0,0,117886,433,0,5365,0,0,0,404,0,0,0,0,0,0,2819,0,0,32498,0,20635,0,431802,0,390,5218,389,103568,0,27447,0,0,0,536816,10074,0,0,0,0,1018,0,615,11818,675,0,46808,299,67063,182130000
